name	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
CP022049	4834774	1	4834774.00	4834774	4834774	0	0	4834774	1	4834774	1	4834774	1
CP024672	4899014	1	4899014.00	4899014	4899014	0	0	4899014	1	4899014	1	4899014	1
CP024673	4996291	1	4996291.00	4996291	4996291	0	0	4996291	1	4996291	1	4996291	1
CP024677	5195086	1	5195086.00	5195086	5195086	0	0	5195086	1	5195086	1	5195086	1
CP024679	5343952	1	5343952.00	5343952	5343952	0	0	5343952	1	5343952	1	5343952	1
CP024680	4859315	1	4859315.00	4859315	4859315	0	0	4859315	1	4859315	1	4859315	1
CP024683	4917351	1	4917351.00	4917351	4917351	0	0	4917351	1	4917351	1	4917351	1
CP024819	5311319	1	5311319.00	5311319	5311319	0	0	5311319	1	5311319	1	5311319	1
CP024881	4919453	1	4919453.00	4919453	4919453	0	0	4919453	1	4919453	1	4919453	1
CP024898	4784670	1	4784670.00	4784670	4784670	0	0	4784670	1	4784670	1	4784670	1
CP026045	5258481	1	5258481.00	5258481	5258481	0	0	5258481	1	5258481	1	5258481	1
CP026056	5064681	1	5064681.00	5064681	5064681	0	0	5064681	1	5064681	1	5064681	1
CP026231	5079781	1	5079781.00	5079781	5079781	0	0	5079781	1	5079781	1	5079781	1
CP026235	5334524	1	5334524.00	5334524	5334524	0	0	5334524	1	5334524	1	5334524	1
CP026238	5016446	1	5016446.00	5016446	5016446	0	0	5016446	1	5016446	1	5016446	1
CP026677	4784656	1	4784656.00	4784656	4784656	0	0	4784656	1	4784656	1	4784656	1
CP027849	5028563	1	5028563.00	5028563	5028563	606180	461	5028563	1	5028563	1	5028563	1
CP036435	4883650	1	4883650.00	4883650	4883650	0	0	4883650	1	4883650	1	4883650	1
CP042478	5095110	1	5095110.00	5095110	5095110	0	0	5095110	1	5095110	1	5095110	1
CP042517	5022915	1	5022915.00	5022915	5022915	0	0	5022915	1	5022915	1	5022915	1
CP042524	5088693	1	5088693.00	5088693	5088693	0	0	5088693	1	5088693	1	5088693	1
CP042534	5070767	1	5070767.00	5070767	5070767	0	0	5070767	1	5070767	1	5070767	1
DB_3_C10	9259469	1482	6247.95	257844	112	0	0	51718	44	26290	93	6360	223
DB_3_C11	5353585	285	18784.51	317812	112	0	0	123405	16	62504	27	17274	58
DB_3_C12	10654425	2133	4995.04	237530	112	0	0	36262	61	14119	152	1559	658
DB_3_C9	8941363	333	26850.94	317812	112	0	0	134183	25	77525	44	26290	85
DB_3_D1	5523524	696	7936.10	186126	112	0	0	36051	47	20119	87	8451	169
DB_3_D2	5430454	329	16505.94	291503	112	0	0	130702	15	58646	27	15415	60
DB_3_F10	5546007	620	8945.17	167080	112	0	0	37765	43	25266	79	8909	149
DB_5_F12	5472810	324	16891.39	301020	112	0	0	141010	15	69216	26	17502	57
GCF_014332835	5282421	64	82537.83	945878	207	0	0	571851	4	189558	8	92535	15
GCF_014332855	5282788	50	105655.76	945878	232	0	0	571736	4	189558	8	126249	15
GCF_014332945	5096319	45	113251.53	1966477	253	0	0	851789	2	518066	4	137438	7
JAACNV01	5282421	64	82537.83	945878	207	0	0	571851	4	189558	8	92535	15
JAACOI01	5282788	50	105655.76	945878	232	0	0	571736	4	189558	8	126249	15
JAACON01	5096319	45	113251.53	1966477	253	0	0	851789	2	518066	4	137438	7
JRHL01000001	5028527	1	5028527.00	5028527	5028527	2400	24	5028527	1	5028527	1	5028527	1
JRST01	5252089	47	111746.57	532894	1023	0	0	199874	7	133736	14	57629	24
JYFY02000001	4291073	1	4291073.00	4291073	4291073	483	2	4291073	1	4291073	1	4291073	1
JYFZ02000001	5206009	1	5206009.00	5206009	5206009	3221	3	5206009	1	5206009	1	5206009	1
LR699006	5258449	1	5258449.00	5258449	5258449	0	0	5258449	1	5258449	1	5258449	1
LRPR01	4925876	43	114555.26	406564	355	0	0	174437	10	141037	16	83773	25
NZ_CP016952	5096586	1	5096586.00	5096586	5096586	0	0	5096586	1	5096586	1	5096586	1
NZ_CP042478	5095110	1	5095110.00	5095110	5095110	0	0	5095110	1	5095110	1	5095110	1
NZ_CP042517	5022915	1	5022915.00	5022915	5022915	0	0	5022915	1	5022915	1	5022915	1
NZ_CP042524	5088693	1	5088693.00	5088693	5088693	0	0	5088693	1	5088693	1	5088693	1
NZ_CP042534	5070767	1	5070767.00	5070767	5070767	0	0	5070767	1	5070767	1	5070767	1
NZ_LR699006	5258449	1	5258449.00	5258449	5258449	0	0	5258449	1	5258449	1	5258449	1
NZ_LR890181	4346637	4597	945.54	11202	45	0	0	1170	1274	888	2133	546	3349
SD_10_G6	4991677	35	142619.34	1351953	112	0	0	1307248	2	488443	4	117852	8
SD_2_G2	4858996	177	27451.95	291759	112	0	0	142751	13	110985	21	67460	32
SD_5_A12	4775739	318	15018.05	117090	117	0	0	25670	54	17047	99	7792	179
SD_5_D4	4844745	45	107661.00	1071196	116	0	0	701802	3	335973	5	156170	10
SD_9_A7	4817836	36	133828.78	1562302	112	0	0	941925	2	527212	4	153410	6
SD_9_B7	4849998	32	151562.44	1046964	141	0	0	739424	3	510302	5	338321	7
SD_9_C7	4888862	50	97777.24	1080788	116	0	0	469647	4	222250	7	113978	12
SD_9_H6	4816895	44	109474.89	757419	112	0	0	348182	5	274107	8	118203	15
Seagull_18_100_2_S18	4918810	36	136633.61	1221278	217	0	0	452777	4	385649	6	119157	11
Seagull_18_109_2_S19	4918896	36	136636.00	1221278	204	0	0	452777	4	234381	7	119157	12
Seagull_18_116_S20	9551057	557	17147.32	1320365	210	0	0	60969	16	19935	79	7090	247
Seagull_18_124_2_S27	9415869	464	20292.82	336692	201	0	0	69192	36	40227	72	12521	153
Seagull_18_127_S28	9563440	436	21934.50	688888	202	0	0	64015	23	22753	80	9671	206
Seagull_18_138_1_S32	4631297	32	144728.03	1203655	204	0	0	448743	4	313923	6	164700	9
Seagull_18_138_2_S33	4633018	29	159759.24	1203811	201	0	0	626308	3	452868	5	303534	7
Seagull_18_223_S110	4781020	31	154226.45	776476	209	0	0	522941	4	348897	6	148302	10
Seagull_18_227_S53	4661343	37	125982.24	689210	215	0	0	360578	5	308308	8	155617	12
Seagull_18_229_S54	4930855	62	79529.92	1084829	205	0	0	362400	5	261874	8	105920	15
Seagull_18_265_S115	4817566	57	84518.70	620033	202	0	0	261168	6	151792	10	82849	18
Seagull_18_42_S4	4900049	37	132433.76	1123743	202	0	0	518379	4	348750	6	118924	10
Seagull_18_8_S1	4801516	38	126355.68	640967	207	0	0	454833	5	212097	9	91559	15
Seagull_18_94_S13	5089216	49	103861.55	928349	203	0	0	218241	7	172046	12	102690	19
