name	perc_frags	num_frags	num_frags_direct	rank	ncbi_taxon_id	scientific_name
GCF_014332835	 39.06	25	7	S	546	                  Citrobacter freundii
155	 38.89	84	84	S	2077147	                  Citrobacter freundii complex sp. CFNIH3
211	 38.24	78	78	S	2077147	                  Citrobacter freundii complex sp. CFNIH3
175	 38.10	112	101	S	546	                  Citrobacter freundii
225	 37.41	55	51	S	546	                  Citrobacter freundii
243	 37.07	96	90	S	546	                  Citrobacter freundii
154	 35.09	93	87	S	546	                  Citrobacter freundii
227	 34.21	65	56	S	546	                  Citrobacter freundii
213	 34.06	78	78	S	2077147	                  Citrobacter freundii complex sp. CFNIH3
152	 33.56	98	92	S	546	                  Citrobacter freundii
159	 33.50	68	68	S	2077147	                  Citrobacter freundii complex sp. CFNIH3
JAACON01	 33.33	15	5	S	546	                  Citrobacter freundii
GCF_014332945	 33.33	15	5	S	546	                  Citrobacter freundii
160	 32.70	103	103	S	2077149	                  Citrobacter freundii complex sp. CFNIH9
241	 32.40	104	96	S	546	                  Citrobacter freundii
DB_3_C12	 32.30	689	684	S	562	                Escherichia coli
186	 31.62	43	43	S	2077148	                  Citrobacter freundii complex sp. CFNIH4
685	 31.28	61	58	S	546	                  Citrobacter freundii
DB_3_C11	 30.18	86	80	S	546	                  Citrobacter freundii
677	 30.06	52	52	S	2742678	                  Citrobacter sp. RHBSTW-01044
682	 29.95	56	53	S	546	                  Citrobacter freundii
172	 29.92	38	26	S	546	                  Citrobacter freundii
689	 29.61	61	58	S	546	                  Citrobacter freundii
DB_5_F12	 28.09	91	85	S	546	                  Citrobacter freundii
192	 28.06	87	87	S	2077149	                  Citrobacter freundii complex sp. CFNIH9
DB_3_D2	 27.66	91	85	S	546	                  Citrobacter freundii
173	 25.65	49	49	S	2077148	                  Citrobacter freundii complex sp. CFNIH4
SD_2_G2	 25.42	45	23	S	35703	                Citrobacter amalonaticus
169	 23.42	26	26	S	2077147	                  Citrobacter freundii complex sp. CFNIH3
SD_9_A7	 22.22	8	8	S	133448	                  Citrobacter youngae
DB_3_C9	 22.22	74	74	S	1758189	                Acinetobacter sp. ACNIH2
46	 20.61	195	185	S	546	                  Citrobacter freundii
Seagull_18_94_S13	 20.41	10	6	S	546	                  Citrobacter freundii
DB_3_C10	 20.31	301	301	S	1758189	                Acinetobacter sp. ACNIH2
672	 19.29	38	38	S	2077147	                  Citrobacter freundii complex sp. CFNIH3
CACD01	 17.65	63	63	S	2077147	                  Citrobacter freundii complex sp. CFNIH3
681	 17.11	65	62	S	546	                  Citrobacter freundii
674	 16.84	33	33	S	2077147	                  Citrobacter freundii complex sp. CFNIH3
671	 15.26	78	78	S	2077147	                  Citrobacter freundii complex sp. CFNIH3
166	 14.05	93	93	S	2077147	                  Citrobacter freundii complex sp. CFNIH3
678	 13.17	59	56	S	546	                  Citrobacter freundii
683	 12.85	77	74	S	546	                  Citrobacter freundii
199	 12.04	36	36	S	562	                Escherichia coli
183	 11.20	57	37	S	546	                  Citrobacter freundii
572	 11.11	20	20	S	57706	                  Citrobacter braakii
216	  5.20	9	9	S	546	                  Citrobacter freundii
246	  4.52	8	8	S	546	                  Citrobacter freundii
